"age" "job" "marital" "education" "default" "balance" "housing" "loan" "contact" "day" "month" "duration" "campaign" "pdays" "previous" "poutcome" "y"
"31009" 36 "technician" "married" "tertiary" "no" 99 "yes" "yes" "cellular" 10 "feb" 86 1 85 1 "failure" "no"
"31012" 37 "services" "single" "secondary" "no" 248 "yes" "no" "cellular" 10 "feb" 77 1 279 2 "failure" "no"
"31015" 51 "technician" "married" "tertiary" "no" 1347 "yes" "yes" "cellular" 10 "feb" 160 1 243 1 "failure" "yes"
"31018" 35 "technician" "single" "secondary" "no" 1693 "yes" "no" "cellular" 10 "feb" 515 1 -1 0 "unknown" "yes"
"31025" 44 "technician" "married" "secondary" "no" 2981 "yes" "yes" "cellular" 10 "feb" 118 2 -1 0 "unknown" "no"
"31027" 33 "self-employed" "married" "tertiary" "no" 627 "yes" "no" "cellular" 10 "feb" 208 2 -1 0 "unknown" "no"
"31030" 57 "technician" "married" "tertiary" "no" 2887 "yes" "no" "cellular" 11 "feb" 123 1 -1 0 "unknown" "no"
"31031" 31 "management" "married" "tertiary" "no" 3 "yes" "yes" "cellular" 11 "feb" 331 1 -1 0 "unknown" "yes"
"31034" 39 "management" "married" "secondary" "no" 363 "yes" "yes" "cellular" 11 "feb" 67 1 209 1 "failure" "no"
"31035" 31 "admin." "single" "secondary" "no" 554 "yes" "no" "cellular" 11 "feb" 80 1 6 1 "failure" "no"
"31036" 40 "technician" "divorced" "tertiary" "no" 4736 "yes" "no" "cellular" 11 "feb" 285 2 -1 0 "unknown" "yes"
"31037" 28 "admin." "married" "tertiary" "no" 174 "yes" "yes" "cellular" 11 "feb" 56 1 184 2 "failure" "no"
"31038" 54 "management" "divorced" "tertiary" "no" 26306 "yes" "no" "cellular" 11 "feb" 27 1 84 3 "failure" "no"
"31046" 46 "management" "married" "tertiary" "no" 2732 "yes" "no" "telephone" 11 "feb" 184 2 -1 0 "unknown" "no"
"31047" 31 "management" "married" "tertiary" "no" 2603 "yes" "no" "cellular" 11 "feb" 280 4 -1 0 "unknown" "yes"
"31051" 37 "admin." "married" "secondary" "no" 1314 "yes" "no" "cellular" 12 "feb" 118 4 210 3 "failure" "yes"
"31062" 37 "technician" "married" "tertiary" "no" 127 "yes" "no" "cellular" 13 "feb" 71 1 -1 0 "unknown" "yes"
"31067" 63 "retired" "married" "tertiary" "no" 133 "yes" "no" "cellular" 13 "feb" 104 2 -1 0 "unknown" "no"
"31068" 27 "admin." "single" "tertiary" "no" 4991 "yes" "no" "cellular" 13 "feb" 123 1 -1 0 "unknown" "no"
"31069" 54 "management" "married" "tertiary" "no" 2960 "yes" "no" "cellular" 13 "feb" 94 9 85 1 "failure" "no"
"31071" 27 "self-employed" "single" "tertiary" "no" 970 "yes" "no" "cellular" 13 "feb" 55 2 -1 0 "unknown" "no"
"31074" 27 "student" "single" "tertiary" "no" 3733 "yes" "no" "telephone" 13 "feb" 299 6 -1 0 "unknown" "yes"
"31075" 64 "technician" "married" "secondary" "no" 1473 "yes" "no" "cellular" 13 "feb" 121 2 -1 0 "unknown" "no"
"31079" 35 "student" "single" "secondary" "no" 188 "yes" "no" "cellular" 16 "feb" 75 3 200 5 "failure" "yes"
"31081" 44 "admin." "divorced" "secondary" "no" 397 "yes" "yes" "cellular" 16 "feb" 127 1 257 1 "other" "yes"
"31082" 42 "unemployed" "single" "unknown" "no" 3274 "yes" "no" "cellular" 16 "feb" 137 1 -1 0 "unknown" "no"
"31084" 44 "admin." "married" "tertiary" "no" 348 "yes" "yes" "cellular" 16 "feb" 170 2 -1 0 "unknown" "yes"
"31086" 37 "services" "married" "secondary" "no" 1543 "yes" "no" "cellular" 16 "feb" 138 2 -1 0 "unknown" "yes"
"31088" 64 "management" "married" "primary" "no" 0 "yes" "no" "cellular" 16 "feb" 65 1 -1 0 "unknown" "no"
"31092" 36 "admin." "married" "secondary" "no" 953 "yes" "no" "cellular" 17 "feb" 38 1 -1 0 "unknown" "no"
"31093" 51 "technician" "married" "secondary" "no" 195 "yes" "no" "cellular" 17 "feb" 105 1 92 1 "failure" "no"
"31098" 51 "technician" "married" "secondary" "no" 196 "yes" "yes" "cellular" 17 "feb" 88 1 -1 0 "unknown" "yes"
"31105" 57 "blue-collar" "married" "primary" "no" 403 "yes" "no" "telephone" 17 "feb" 63 2 -1 0 "unknown" "no"
"31108" 38 "admin." "married" "secondary" "no" 755 "yes" "no" "cellular" 17 "feb" 120 1 -1 0 "unknown" "yes"
"31110" 29 "services" "married" "secondary" "no" 1135 "yes" "no" "cellular" 17 "feb" 323 1 -1 0 "unknown" "yes"
"31111" 26 "admin." "single" "secondary" "no" 827 "yes" "no" "cellular" 17 "feb" 97 1 -1 0 "unknown" "no"
"31124" 41 "technician" "divorced" "secondary" "no" 4047 "yes" "no" "cellular" 18 "feb" 343 1 -1 0 "unknown" "yes"
"31128" 39 "management" "single" "tertiary" "no" 0 "yes" "no" "cellular" 18 "feb" 224 3 -1 0 "unknown" "yes"
"31138" 39 "technician" "married" "secondary" "no" 4101 "yes" "no" "cellular" 18 "feb" 146 2 264 1 "other" "yes"
"31140" 30 "technician" "single" "tertiary" "no" 985 "yes" "no" "cellular" 19 "feb" 88 2 -1 0 "unknown" "no"
"31144" 25 "student" "married" "tertiary" "no" 4923 "yes" "yes" "cellular" 19 "feb" 266 2 219 12 "other" "no"
"31147" 28 "management" "single" "tertiary" "no" 1287 "yes" "no" "cellular" 26 "feb" 65 1 -1 0 "unknown" "yes"
"31148" 48 "management" "married" "tertiary" "no" 1808 "yes" "no" "cellular" 26 "feb" 245 1 -1 0 "unknown" "yes"
"31159" 43 "unemployed" "single" "tertiary" "no" 983 "yes" "no" "cellular" 26 "feb" 97 1 -1 0 "unknown" "yes"
"31161" 35 "technician" "divorced" "secondary" "no" 2823 "yes" "no" "cellular" 26 "feb" 74 1 24 1 "failure" "no"
"31166" 43 "admin." "married" "secondary" "no" 477 "yes" "no" "cellular" 27 "feb" 476 2 -1 0 "unknown" "no"
"31169" 49 "self-employed" "married" "tertiary" "no" 503 "yes" "no" "cellular" 27 "feb" 118 5 21 5 "failure" "no"
"31170" 36 "admin." "married" "secondary" "no" 725 "yes" "no" "cellular" 27 "feb" 123 3 99 8 "failure" "no"
"31171" 45 "management" "married" "tertiary" "no" 273 "yes" "no" "cellular" 27 "feb" 94 2 -1 0 "unknown" "no"
"31172" 36 "technician" "married" "secondary" "no" 6384 "yes" "yes" "cellular" 27 "feb" 59 1 101 1 "failure" "no"
"31174" 30 "management" "single" "tertiary" "no" 5561 "yes" "no" "cellular" 27 "feb" 195 1 100 1 "success" "yes"
"31177" 29 "management" "single" "tertiary" "no" 1275 "yes" "yes" "cellular" 27 "feb" 45 1 -1 0 "unknown" "no"
"31178" 25 "admin." "single" "tertiary" "no" 760 "yes" "no" "cellular" 27 "feb" 58 2 -1 0 "unknown" "no"
"31180" 34 "blue-collar" "married" "primary" "no" -398 "yes" "no" "cellular" 27 "feb" 47 8 -1 0 "unknown" "no"
"31181" 25 "technician" "single" "secondary" "no" 1231 "yes" "no" "cellular" 27 "feb" 412 5 -1 0 "unknown" "yes"
"31182" 25 "admin." "single" "tertiary" "no" 3730 "yes" "no" "cellular" 27 "feb" 353 1 -1 0 "unknown" "yes"
"31184" 73 "retired" "married" "tertiary" "no" 1641 "yes" "no" "cellular" 27 "feb" 49 2 -1 0 "unknown" "yes"
"31187" 37 "management" "married" "tertiary" "no" 708 "yes" "no" "cellular" 27 "feb" 32 4 225 3 "failure" "no"
"31188" 28 "technician" "single" "tertiary" "no" 2489 "yes" "no" "telephone" 27 "feb" 342 2 -1 0 "unknown" "yes"
"31191" 41 "management" "married" "secondary" "no" 280 "yes" "no" "cellular" 27 "feb" 87 2 -1 0 "unknown" "yes"
"31195" 45 "technician" "single" "secondary" "no" 4367 "yes" "no" "cellular" 27 "feb" 71 1 -1 0 "unknown" "no"
"31197" 33 "technician" "single" "tertiary" "no" 1636 "yes" "no" "cellular" 27 "feb" 165 1 -1 0 "unknown" "yes"
"31199" 38 "technician" "married" "secondary" "no" 5115 "yes" "no" "cellular" 27 "feb" 99 1 102 6 "success" "yes"
"31200" 39 "blue-collar" "single" "primary" "no" 581 "yes" "no" "cellular" 27 "feb" 233 1 270 1 "other" "yes"
"31202" 42 "services" "married" "secondary" "no" 1376 "yes" "no" "cellular" 2 "mar" 712 4 -1 0 "unknown" "yes"
"31203" 33 "technician" "married" "secondary" "no" 218 "yes" "yes" "telephone" 2 "mar" 169 4 -1 0 "unknown" "no"
"31204" 31 "management" "married" "tertiary" "no" 2667 "yes" "no" "cellular" 2 "mar" 73 2 -1 0 "unknown" "no"
"31205" 34 "management" "married" "tertiary" "no" 1036 "yes" "no" "cellular" 2 "mar" 78 4 103 7 "failure" "no"
"31207" 35 "services" "married" "secondary" "no" 52 "yes" "no" "cellular" 2 "mar" 378 4 -1 0 "unknown" "yes"
"31209" 55 "technician" "married" "secondary" "no" 0 "yes" "yes" "cellular" 2 "mar" 116 1 -1 0 "unknown" "yes"
"31212" 31 "blue-collar" "married" "tertiary" "no" 982 "yes" "yes" "cellular" 2 "mar" 142 2 -1 0 "unknown" "no"
"31213" 45 "admin." "married" "secondary" "no" 129 "yes" "no" "cellular" 2 "mar" 145 1 -1 0 "unknown" "no"
"31217" 25 "student" "single" "secondary" "no" 1116 "yes" "no" "cellular" 2 "mar" 170 3 -1 0 "unknown" "no"
"31224" 33 "blue-collar" "single" "secondary" "no" 1925 "yes" "no" "cellular" 2 "mar" 76 2 -1 0 "unknown" "no"
"31228" 54 "technician" "married" "secondary" "no" 25 "yes" "no" "telephone" 2 "mar" 88 3 -1 0 "unknown" "no"
"31231" 28 "management" "single" "tertiary" "no" 730 "yes" "no" "cellular" 3 "mar" 631 1 -1 0 "unknown" "yes"
"31239" 25 "self-employed" "single" "tertiary" "no" 42 "yes" "no" "cellular" 3 "mar" 320 1 -1 0 "unknown" "yes"
"31240" 29 "technician" "single" "secondary" "no" 316 "yes" "no" "cellular" 3 "mar" 156 1 -1 0 "unknown" "yes"
"31241" 62 "management" "married" "secondary" "no" 4562 "yes" "no" "cellular" 3 "mar" 168 1 -1 0 "unknown" "yes"
"31245" 49 "technician" "married" "tertiary" "no" 523 "yes" "no" "cellular" 3 "mar" 152 2 -1 0 "unknown" "yes"
"31249" 32 "technician" "married" "tertiary" "no" 3820 "yes" "no" "cellular" 3 "mar" 105 1 -1 0 "unknown" "no"
"31263" 36 "admin." "married" "secondary" "no" 2061 "yes" "yes" "cellular" 5 "mar" 53 3 -1 0 "unknown" "no"
"31266" 45 "admin." "divorced" "secondary" "no" 2353 "yes" "no" "cellular" 5 "mar" 182 1 107 2 "other" "yes"
"31270" 35 "self-employed" "married" "tertiary" "no" 3698 "yes" "no" "cellular" 5 "mar" 106 1 -1 0 "unknown" "yes"
"31272" 31 "management" "divorced" "tertiary" "no" 883 "yes" "no" "cellular" 5 "mar" 112 2 106 1 "failure" "yes"
"31285" 26 "management" "single" "tertiary" "no" 1274 "yes" "no" "cellular" 9 "mar" 101 1 -1 0 "unknown" "no"
"31288" 38 "management" "married" "tertiary" "no" 1101 "yes" "no" "cellular" 9 "mar" 78 2 120 1 "failure" "no"
"31291" 37 "unemployed" "single" "tertiary" "no" 1316 "yes" "no" "cellular" 10 "mar" 350 2 112 3 "failure" "yes"
"31292" 52 "technician" "married" "secondary" "no" 0 "yes" "no" "cellular" 10 "mar" 164 1 -1 0 "unknown" "no"
"31293" 35 "management" "single" "tertiary" "no" 671 "yes" "no" "cellular" 10 "mar" 112 1 -1 0 "unknown" "yes"
"31298" 34 "admin." "single" "secondary" "no" 4447 "yes" "no" "cellular" 10 "mar" 75 2 -1 0 "unknown" "no"
"31301" 34 "management" "married" "tertiary" "no" 1674 "yes" "no" "cellular" 10 "mar" 113 1 210 7 "failure" "no"
"31322" 32 "entrepreneur" "single" "tertiary" "no" -34 "yes" "no" "cellular" 11 "mar" 101 1 -1 0 "unknown" "yes"
"31328" 49 "technician" "divorced" "tertiary" "no" 1807 "yes" "no" "cellular" 12 "mar" 229 1 -1 0 "unknown" "yes"
"31332" 37 "management" "single" "tertiary" "no" 33 "yes" "no" "cellular" 12 "mar" 186 1 -1 0 "unknown" "yes"
"31337" 28 "blue-collar" "single" "secondary" "no" 387 "yes" "no" "cellular" 13 "mar" 61 11 282 1 "other" "no"
"31338" 47 "blue-collar" "married" "secondary" "no" 238 "yes" "yes" "cellular" 13 "mar" 3076 1 -1 0 "unknown" "yes"
"31343" 48 "technician" "married" "secondary" "no" 1981 "yes" "no" "cellular" 16 "mar" 291 3 238 2 "success" "no"
"31344" 45 "technician" "divorced" "tertiary" "no" 10768 "yes" "no" "cellular" 16 "mar" 104 2 -1 0 "unknown" "no"
"31346" 62 "self-employed" "married" "tertiary" "no" 4886 "yes" "no" "telephone" 16 "mar" 44 1 -1 0 "unknown" "no"
"31356" 37 "admin." "single" "tertiary" "no" 1000 "yes" "no" "cellular" 17 "mar" 195 1 -1 0 "unknown" "yes"
"31360" 30 "management" "single" "tertiary" "no" 201 "yes" "no" "cellular" 17 "mar" 325 2 -1 0 "unknown" "yes"
"31365" 30 "management" "married" "tertiary" "no" 8089 "yes" "no" "cellular" 18 "mar" 232 2 294 2 "failure" "yes"
"31368" 35 "admin." "married" "secondary" "no" 2 "yes" "no" "cellular" 18 "mar" 194 1 -1 0 "unknown" "yes"
"31370" 33 "housemaid" "single" "tertiary" "no" 1107 "yes" "no" "cellular" 18 "mar" 201 1 -1 0 "unknown" "yes"
"31371" 41 "services" "single" "secondary" "no" -675 "yes" "yes" "cellular" 18 "mar" 147 4 -1 0 "unknown" "yes"
"31378" 32 "management" "married" "tertiary" "no" 376 "yes" "no" "cellular" 23 "mar" 248 4 -1 0 "unknown" "yes"
"31389" 41 "admin." "married" "secondary" "no" 158 "yes" "no" "cellular" 24 "mar" 115 2 -1 0 "unknown" "no"
"31393" 46 "management" "divorced" "tertiary" "no" -130 "yes" "no" "cellular" 24 "mar" 144 2 -1 0 "unknown" "yes"
"31397" 40 "management" "married" "tertiary" "no" 0 "yes" "no" "cellular" 25 "mar" 506 2 -1 0 "unknown" "yes"
"31402" 41 "management" "divorced" "tertiary" "no" 25 "yes" "yes" "cellular" 26 "mar" 117 2 -1 0 "unknown" "yes"
"31405" 48 "admin." "divorced" "secondary" "no" 0 "yes" "yes" "cellular" 26 "mar" 94 1 -1 0 "unknown" "no"
"31411" 43 "management" "married" "secondary" "no" 3301 "yes" "yes" "cellular" 26 "mar" 278 2 -1 0 "unknown" "no"
"31413" 29 "blue-collar" "married" "primary" "no" 201 "yes" "no" "cellular" 27 "mar" 101 12 -1 0 "unknown" "no"
"31414" 34 "technician" "married" "secondary" "no" 390 "yes" "no" "cellular" 27 "mar" 95 2 231 2 "failure" "yes"
"31417" 58 "management" "married" "tertiary" "no" 1384 "yes" "no" "cellular" 27 "mar" 342 1 -1 0 "unknown" "yes"
"31419" 32 "self-employed" "single" "tertiary" "no" 658 "yes" "no" "cellular" 27 "mar" 283 1 -1 0 "unknown" "yes"
"31421" 47 "management" "married" "tertiary" "no" 649 "yes" "no" "cellular" 27 "mar" 78 2 -1 0 "unknown" "no"
"31422" 46 "admin." "married" "secondary" "no" 70 "yes" "no" "cellular" 27 "mar" 229 2 -1 0 "unknown" "yes"
"31425" 50 "services" "married" "secondary" "no" 0 "yes" "no" "cellular" 27 "mar" 689 2 -1 0 "unknown" "no"
"31427" 33 "management" "single" "tertiary" "no" 215 "yes" "no" "cellular" 27 "mar" 101 1 -1 0 "unknown" "no"
"31430" 46 "admin." "married" "secondary" "no" -522 "yes" "no" "cellular" 27 "mar" 243 3 239 13 "other" "yes"
"31439" 49 "admin." "married" "tertiary" "no" 255 "yes" "no" "cellular" 30 "mar" 96 6 -1 0 "unknown" "no"
"31440" 32 "services" "married" "secondary" "no" 2833 "yes" "no" "cellular" 30 "mar" 415 1 -1 0 "unknown" "no"
"31443" 23 "management" "single" "tertiary" "no" 1004 "yes" "no" "cellular" 30 "mar" 114 2 -1 0 "unknown" "no"
"31450" 36 "management" "married" "tertiary" "no" 9324 "yes" "no" "cellular" 30 "mar" 138 8 -1 0 "unknown" "no"
"31451" 24 "admin." "single" "secondary" "no" 753 "yes" "no" "cellular" 30 "mar" 259 15 -1 0 "unknown" "no"
"31452" 57 "management" "divorced" "tertiary" "no" 6468 "yes" "no" "cellular" 31 "mar" 684 4 -1 0 "unknown" "no"
"31453" 41 "management" "married" "tertiary" "no" 1468 "yes" "no" "cellular" 31 "mar" 237 3 -1 0 "unknown" "yes"
"31456" 34 "technician" "single" "tertiary" "no" 2658 "yes" "no" "cellular" 31 "mar" 265 1 230 2 "failure" "no"
"31457" 29 "management" "married" "tertiary" "no" 250 "yes" "no" "cellular" 31 "mar" 371 2 257 1 "other" "no"
"31459" 33 "services" "married" "secondary" "no" 260 "yes" "no" "cellular" 31 "mar" 248 1 -1 0 "unknown" "no"
"31460" 32 "technician" "single" "tertiary" "no" 392 "yes" "no" "cellular" 1 "apr" 957 2 131 2 "failure" "no"
"31462" 36 "entrepreneur" "single" "secondary" "no" 45 "yes" "no" "cellular" 1 "apr" 131 1 -1 0 "unknown" "no"
"31463" 35 "services" "divorced" "secondary" "no" -121 "yes" "yes" "cellular" 1 "apr" 73 1 -1 0 "unknown" "no"
"31464" 46 "management" "divorced" "tertiary" "no" 10469 "yes" "no" "cellular" 1 "apr" 202 2 -1 0 "unknown" "no"
"31465" 32 "management" "married" "tertiary" "no" 250 "yes" "no" "cellular" 1 "apr" 247 2 -1 0 "unknown" "no"
"31466" 39 "technician" "divorced" "secondary" "no" 688 "yes" "yes" "cellular" 1 "apr" 233 2 133 1 "failure" "no"
"31467" 59 "retired" "married" "secondary" "no" 1035 "yes" "yes" "cellular" 1 "apr" 126 2 239 1 "failure" "no"
"31468" 40 "technician" "single" "tertiary" "no" 250 "yes" "no" "cellular" 1 "apr" 107 1 -1 0 "unknown" "no"
"31469" 46 "services" "married" "secondary" "no" 184 "yes" "no" "cellular" 1 "apr" 836 1 -1 0 "unknown" "no"
"31470" 33 "admin." "single" "secondary" "no" 285 "yes" "no" "cellular" 1 "apr" 427 1 329 1 "other" "no"
"31471" 40 "blue-collar" "married" "primary" "no" 442 "yes" "no" "cellular" 1 "apr" 212 1 -1 0 "unknown" "no"
"31472" 47 "blue-collar" "married" "secondary" "no" 398 "yes" "yes" "cellular" 1 "apr" 274 1 238 2 "failure" "no"
"31473" 38 "blue-collar" "single" "tertiary" "no" 172 "yes" "no" "cellular" 1 "apr" 1176 1 -1 0 "unknown" "yes"
"31474" 27 "management" "single" "tertiary" "no" 0 "yes" "no" "cellular" 1 "apr" 124 1 -1 0 "unknown" "no"
"31475" 37 "management" "married" "secondary" "no" 1180 "yes" "yes" "cellular" 1 "apr" 786 1 135 1 "other" "no"
"31476" 32 "services" "single" "tertiary" "no" 1743 "yes" "no" "cellular" 1 "apr" 1156 1 261 3 "other" "no"
"31477" 46 "management" "divorced" "tertiary" "no" 507 "yes" "no" "cellular" 1 "apr" 1196 1 -1 0 "unknown" "yes"
"31479" 44 "services" "married" "secondary" "no" 5780 "yes" "no" "cellular" 1 "apr" 525 2 -1 0 "unknown" "no"
"31480" 54 "retired" "married" "secondary" "no" 1004 "yes" "no" "cellular" 1 "apr" 479 1 307 1 "failure" "no"
"31484" 46 "self-employed" "divorced" "tertiary" "no" 926 "yes" "no" "cellular" 1 "apr" 463 1 133 3 "failure" "no"
"31485" 49 "admin." "married" "primary" "no" 686 "yes" "yes" "cellular" 1 "apr" 286 2 225 4 "other" "no"
"31486" 34 "blue-collar" "married" "secondary" "no" 1924 "yes" "yes" "cellular" 1 "apr" 161 2 253 1 "failure" "no"
"31487" 52 "admin." "divorced" "secondary" "no" 1256 "yes" "no" "cellular" 1 "apr" 498 3 -1 0 "unknown" "no"
"31488" 45 "services" "divorced" "secondary" "no" 396 "yes" "yes" "cellular" 1 "apr" 251 4 329 4 "failure" "no"
"31489" 41 "blue-collar" "married" "secondary" "no" 0 "yes" "no" "cellular" 1 "apr" 625 2 -1 0 "unknown" "no"
"31490" 58 "management" "divorced" "tertiary" "no" 315 "yes" "no" "cellular" 1 "apr" 121 2 135 2 "failure" "no"
"31492" 38 "blue-collar" "single" "secondary" "no" 2422 "yes" "no" "cellular" 1 "apr" 257 2 -1 0 "unknown" "no"
"31495" 37 "management" "single" "tertiary" "no" 457 "yes" "no" "cellular" 1 "apr" 510 3 -1 0 "unknown" "no"
"31499" 56 "management" "married" "tertiary" "no" 480 "yes" "no" "telephone" 2 "apr" 173 2 -1 0 "unknown" "no"
"31500" 38 "management" "single" "unknown" "no" 715 "yes" "no" "cellular" 2 "apr" 951 1 132 3 "failure" "no"
"31501" 45 "management" "married" "tertiary" "no" 753 "yes" "no" "cellular" 2 "apr" 2870 2 -1 0 "unknown" "no"
"31502" 24 "blue-collar" "married" "secondary" "no" -220 "yes" "no" "cellular" 2 "apr" 90 1 -1 0 "unknown" "no"
"31504" 49 "admin." "married" "secondary" "no" 182 "yes" "no" "cellular" 2 "apr" 303 1 331 2 "failure" "no"
"31505" 37 "blue-collar" "married" "secondary" "no" 0 "yes" "no" "cellular" 2 "apr" 473 1 -1 0 "unknown" "no"
"31506" 33 "blue-collar" "married" "secondary" "no" 3576 "yes" "no" "cellular" 2 "apr" 124 1 308 2 "other" "no"
"31508" 42 "management" "married" "tertiary" "no" 2772 "yes" "no" "cellular" 2 "apr" 244 1 -1 0 "unknown" "no"
"31509" 33 "management" "single" "tertiary" "no" 3161 "yes" "no" "cellular" 2 "apr" 313 3 -1 0 "unknown" "yes"
"31510" 52 "management" "married" "tertiary" "no" -2712 "yes" "yes" "cellular" 2 "apr" 253 1 -1 0 "unknown" "no"
"31511" 22 "student" "single" "secondary" "no" 722 "yes" "no" "cellular" 2 "apr" 108 1 -1 0 "unknown" "no"
"31512" 45 "admin." "single" "tertiary" "no" 1683 "yes" "no" "cellular" 2 "apr" 277 1 -1 0 "unknown" "no"
"31513" 37 "management" "single" "secondary" "no" 0 "yes" "yes" "cellular" 2 "apr" 450 2 -1 0 "unknown" "no"
"31515" 41 "services" "married" "unknown" "no" 1236 "yes" "no" "cellular" 2 "apr" 229 2 -1 0 "unknown" "no"
"31516" 23 "student" "single" "secondary" "no" 165 "yes" "no" "cellular" 2 "apr" 148 1 -1 0 "unknown" "no"
"31518" 39 "technician" "married" "secondary" "no" 508 "yes" "no" "cellular" 2 "apr" 598 2 135 5 "failure" "no"
"31519" 48 "services" "married" "secondary" "no" 0 "yes" "no" "cellular" 2 "apr" 146 1 267 1 "failure" "no"
"31520" 38 "blue-collar" "married" "unknown" "no" 0 "yes" "no" "cellular" 2 "apr" 477 2 267 1 "failure" "no"
"31521" 46 "self-employed" "married" "secondary" "no" -30 "yes" "yes" "cellular" 2 "apr" 164 1 300 2 "failure" "no"
"31522" 35 "self-employed" "married" "tertiary" "no" 560 "yes" "no" "cellular" 2 "apr" 58 1 136 1 "failure" "no"
"31523" 35 "self-employed" "married" "tertiary" "no" 1250 "yes" "no" "cellular" 2 "apr" 361 1 136 1 "other" "no"
"31525" 54 "admin." "married" "secondary" "no" 1342 "yes" "no" "cellular" 2 "apr" 80 1 -1 0 "unknown" "no"
"31527" 47 "blue-collar" "married" "secondary" "no" 1612 "yes" "no" "cellular" 2 "apr" 1164 1 -1 0 "unknown" "yes"
"31530" 35 "management" "single" "tertiary" "no" 4348 "yes" "no" "cellular" 2 "apr" 1074 3 217 8 "failure" "no"
"31531" 39 "technician" "divorced" "tertiary" "no" 113 "yes" "yes" "cellular" 2 "apr" 1012 2 -1 0 "unknown" "no"
"31533" 32 "admin." "married" "tertiary" "no" 233 "yes" "no" "cellular" 2 "apr" 77 2 133 4 "failure" "no"
"31534" 30 "management" "single" "tertiary" "no" 0 "yes" "no" "cellular" 2 "apr" 293 2 314 2 "failure" "no"
"31535" 34 "technician" "divorced" "secondary" "no" 705 "yes" "yes" "cellular" 2 "apr" 249 1 -1 0 "unknown" "no"
"31536" 53 "blue-collar" "married" "primary" "no" 1409 "yes" "no" "cellular" 2 "apr" 464 1 287 1 "failure" "no"
"31538" 28 "student" "single" "secondary" "no" 1350 "yes" "no" "cellular" 2 "apr" 173 2 -1 0 "unknown" "no"
"31539" 35 "admin." "single" "secondary" "no" 663 "yes" "no" "cellular" 2 "apr" 359 3 -1 0 "unknown" "no"
"31540" 40 "services" "married" "secondary" "no" 879 "yes" "yes" "cellular" 2 "apr" 349 3 -1 0 "unknown" "no"
"31541" 40 "management" "married" "primary" "no" 738 "yes" "yes" "cellular" 2 "apr" 399 2 258 3 "failure" "no"
"31544" 35 "blue-collar" "married" "secondary" "no" 2643 "yes" "no" "cellular" 2 "apr" 96 3 330 1 "other" "no"
"31545" 57 "management" "married" "tertiary" "no" 1631 "yes" "no" "cellular" 2 "apr" 254 2 261 3 "failure" "no"
"31548" 39 "blue-collar" "married" "primary" "no" 176 "yes" "yes" "cellular" 3 "apr" 189 2 -1 0 "unknown" "no"
"31549" 37 "management" "married" "tertiary" "no" 489 "yes" "no" "cellular" 3 "apr" 246 2 133 6 "failure" "no"
"31550" 38 "technician" "married" "secondary" "no" -421 "yes" "no" "cellular" 3 "apr" 187 1 332 5 "failure" "no"
"31551" 44 "entrepreneur" "married" "secondary" "no" 887 "yes" "no" "cellular" 3 "apr" 93 2 -1 0 "unknown" "no"
"31552" 54 "retired" "married" "primary" "no" 136 "yes" "no" "cellular" 3 "apr" 352 1 332 2 "failure" "no"
"31553" 54 "entrepreneur" "single" "tertiary" "no" 5417 "yes" "no" "cellular" 3 "apr" 376 1 -1 0 "unknown" "no"
"31554" 46 "services" "married" "unknown" "no" 854 "yes" "no" "cellular" 3 "apr" 478 3 -1 0 "unknown" "no"
"31556" 56 "admin." "married" "primary" "no" 0 "yes" "no" "cellular" 3 "apr" 353 2 227 4 "failure" "no"
"31557" 50 "management" "married" "tertiary" "no" 414 "yes" "no" "cellular" 3 "apr" 707 1 302 3 "failure" "yes"
"31558" 24 "services" "single" "secondary" "no" 496 "yes" "no" "cellular" 3 "apr" 297 1 323 2 "failure" "no"
"31560" 42 "blue-collar" "married" "secondary" "no" 1297 "yes" "no" "cellular" 3 "apr" 697 2 -1 0 "unknown" "no"
"31561" 35 "admin." "married" "secondary" "no" 3187 "yes" "no" "cellular" 3 "apr" 445 1 135 3 "failure" "no"
"31562" 31 "services" "single" "secondary" "no" 695 "yes" "no" "cellular" 3 "apr" 314 1 318 1 "failure" "no"
"31564" 38 "technician" "married" "secondary" "no" 275 "yes" "no" "cellular" 3 "apr" 277 2 333 1 "failure" "no"
"31565" 32 "management" "divorced" "tertiary" "no" 530 "yes" "no" "cellular" 3 "apr" 170 1 -1 0 "unknown" "no"
"31569" 39 "management" "married" "secondary" "no" 517 "yes" "no" "cellular" 3 "apr" 240 1 136 5 "failure" "no"
"31575" 41 "technician" "single" "secondary" "no" -41 "yes" "yes" "cellular" 3 "apr" 154 1 -1 0 "unknown" "no"
"31576" 39 "blue-collar" "married" "secondary" "no" 1756 "yes" "no" "cellular" 3 "apr" 939 1 -1 0 "unknown" "yes"
"31577" 41 "management" "divorced" "tertiary" "no" 902 "yes" "no" "cellular" 3 "apr" 134 1 -1 0 "unknown" "no"
"31578" 43 "unemployed" "married" "secondary" "no" 1943 "yes" "no" "cellular" 3 "apr" 273 2 136 2 "failure" "no"
"31579" 32 "blue-collar" "married" "secondary" "no" 824 "yes" "no" "cellular" 3 "apr" 272 1 -1 0 "unknown" "no"
"31580" 38 "technician" "married" "secondary" "no" 751 "yes" "no" "cellular" 3 "apr" 125 1 -1 0 "unknown" "no"
